Name,Type1,Type2,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,FireRed,LeafGreen,Emerald,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus,Scarlet,Violet
Quagsire,Water,Ground,,,,"Route 10, 12, 13, 14, 15, 26, 27, 32, Mt. Silver, Ruins of Alph, Union Cave","Route 10, 12, 13, 14, 15, 26, 27, 32, Mt. Silver, Ruins of Alph, Union Cave","Route 12, 13, 14, 15, 26, 27, 32, Ruins of Alph, Union Cave",Trade/migrate from another game,Trade/migrate from another game,Evolve Wooper,Trade/migrate from another game,Safari Zone,"Route 212, Great Marsh","Route 212, Great Marsh","Route 212, Great Marsh","Route 10, 12, 13, 14, 15, 26, 27, 32, Cliff Cave, Cliff Edge Gate, Mt. Silver, Ruins of Alph, Union Cave","Route 10, 12, 13, 14, 15, 27, 32, Cliff Cave, Cliff Edge Gate, Mt. Silver, Ruins of Alph, Union Cave",Trade/migrate from another game,Evolve Wooper,Trade/migrate from another game,Trade/migrate from another game,"Route 14, 19","Route 14, 19",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Ultra Space Wilds,Ultra Space Wilds,Not available in this game,Not available in this game,"Giant's Cap, Giant's Seat, Lake of Outrage","Giant's Cap, Giant's Seat, Lake of Outrage","Route 212, Great Marsh, Fountainspring Cave, Swampy Cave, Bogsunk Cavern","Route 212, Great Marsh, Fountainspring Cave, Swampy Cave, Bogsunk Cavern",Not available in this game,Evolve Wooper/Wooper (Paldean Wooper),Evolve Wooper/Wooper (Paldean Wooper)
Espeon,Psychic,None,,,,Evolve Eevee,Evolve Eevee,Evolve Eevee,Trade/migrate from another game,Trade/migrate from another game,Evolve Eevee,Evolve Eevee,Trade/migrate from another game,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Trade/migrate from another game,Trade/migrate from another game,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,"Route 4, 6","Route 4, 6","Route 4, 6","Route 4, 6",Not available in this game,Not available in this game,Evolve Eevee/Eevee (Partner Eevee),Evolve Eevee/Eevee (Partner Eevee),Trade/migrate from another game,Trade/migrate from another game,Space-Time Distortion,"Asado Desert, North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), West Province (Area One), West Province (Area Two), West Province (Area Three), The Pokémon League","Asado Desert, North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), West Province (Area One), West Province (Area Two), West Province (Area Three), The Pokémon League"
Umbreon,Dark,None,,,,Evolve Eevee,Evolve Eevee,Evolve Eevee,Trade/migrate from another game,Trade/migrate from another game,Evolve Eevee,Evolve Eevee,Trade/migrate from another game,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Trade/migrate from another game,Trade/migrate from another game,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,Evolve Eevee,"Route 4, 6","Route 4, 6","Route 4, 6","Route 4, 6",Not available in this game,Not available in this game,Evolve Eevee/Eevee (Partner Eevee),Evolve Eevee/Eevee (Partner Eevee),Trade/migrate from another game,Trade/migrate from another game,Space-Time Distortion,"North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Three), South Province (Area One), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain","North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Three), South Province (Area One), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain"
Murkrow,Dark,Flying,,,,"Route 7, 16, 18","Route 7, 16, 18","Route 7, 16, 18",Trade/migrate from another game,Trade/migrate from another game,Lost Cave,Trade/migrate from another game,Trade/migrate from another game,"Eterna Forest, Lost Tower",Trade/migrate from another game,Trade/migrate from another game,"Route 7, 16","Route 7, 16",Abundant Shrine,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 15, 16","Route 15, 16",Trade/migrate from another game,Trade/migrate from another game,"Vast Poni Canyon, Poké Pelago","Vast Poni Canyon, Poké Pelago",Hau'oli Cemetery,Hau'oli Cemetery,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Eterna Forest, Lost Tower, Spacious Cave, Grassland Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern",Trade/migrate from another game,"Cloudpool Ridge, Crossing Slope, Hideaway Bay, Islespy Shore, Veilstone Cape","Tagtree Thicket, Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League","Tagtree Thicket, Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League"
Slowking,Water,Psychic,,,,Evolve Slowpoke,Evolve Slowpoke,Evolve Slowpoke,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Slowpoke,Trade/migrate from another game,Trade/migrate from another game,Evolve Slowpoke,Evolve Slowpoke,Evolve Slowpoke,Evolve Slowpoke,Abundant Shrine,Abundant Shrine,Trade/migrate from another game,Trade/migrate from another game,Evolve Slowpoke,Evolve Slowpoke,Evolve Slowpoke,Evolve Slowpoke,Evolve Slowpoke,Evolve Slowpoke,Kala'e Bay,Kala'e Bay,Not available in this game,Not available in this game,Evolve Slowpoke/Galarian Slowpoke,Evolve Slowpoke/Galarian Slowpoke,Trade/migrate from another game,Evolve Slowpoke/Galarian Slowpoke,Not available in this game,Evolve Slowpoke/Galarian Slowpoke,Evolve Slowpoke/Galarian Slowpoke
Misdreavus,Ghost,None,,,,Mt. Silver,Mt. Silver,Mt. Silver,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Lost Cave,Trade/migrate from another game,Trade/migrate from another game,"Eterna Forest, Lost Tower",Trade/migrate from another game,"Cliff Cave, Mt. Silver","Cliff Cave, Mt. Silver",Trade/migrate from another game,Abundant Shrine,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 114, 115","Route 114, 115",Hau'oli Cemetery,Hau'oli Cemetery,"Poni Meadow, Poké Pelago","Poni Meadow, Poké Pelago",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,"Eterna Forest, Lost Tower, Dazzling Cave, Stargleam Cavern","Celestica Ruins, Sacred Plaza, Stonetooth Rows, Ice Column Chamber",Trade/migrate from another game,"Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area One), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Three), Glaseado Mountain"
Unown,Psychic,None,,,,Ruins of Alph,Ruins of Alph,Ruins of Alph,Trade/migrate from another game,Trade/migrate from another game,Tanoby Ruins,Tanoby Ruins,Trade/migrate from another game,Solaceon Ruins,Solaceon Ruins,Solaceon Ruins,Ruins of Alph,Ruins of Alph,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Mirage Spots,Mirage Spots,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Solaceon Ruins,Solaceon Ruins,Trade/migrate from another game,Not available in this game,Not available in this game
Wobbuffet,Psychic,None,,,,Dark Cave,Dark Cave,"Dark Cave, Goldenrod City",Safari Zone,Safari Zone,"Cerulean Cave, Ruin Valley","Cerulean Cave, Ruin Valley",Safari Zone,"Lake Acuity, Lake Valor, Lake Verity","Lake Acuity, Lake Valor, Lake Verity","Lake Valor, Lake Verity","Cerulean Cave, Dark Cave","Cerulean Cave, Dark Cave",Evolve Wynaut,Evolve Wynaut,Trade/migrate from another game,Trade/migrate from another game,Reflection Cave,Reflection Cave,Safari Zone,Safari Zone,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Route 5, Bridge Field, Dusty Bowl, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank","Route 5, Bridge Field, Dusty Bowl, Hammerlocke Hills, Lake of Outrage, Motostoke Riverbank","Lake Acuity, Lake Valor, Lake Verity, Dazzling Cave, Stargleam Cavern","Lake Acuity, Lake Valor, Lake Verity, Dazzling Cave, Stargleam Cavern",Not available in this game,Not available in this game,Not available in this game
Girafarig,Normal,Psychic,,,,Route 43,Route 43,Trade/migrate from another game,Safari Zone,Safari Zone,Trade/migrate from another game,Trade/migrate from another game,Safari Zone,"Route 214, Valor Lakefront","Route 214, Valor Lakefront","Route 221, Valor Lakefront","Route 43, 48","Route 43, 48",Trade/migrate from another game,Trade/migrate from another game,"Nature Sanctuary, Nature Preserve","Nature Sanctuary, Nature Preserve",Trade/migrate from another game,Trade/migrate from another game,"Safari Zone, Mirage Spots","Safari Zone, Mirage Spots",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Route 214, Valor Lakefront, Dazzling Cave, Stargleam Cavern","Route 214, Valor Lakefront, Dazzling Cave, Stargleam Cavern",Not available in this game,"West Province (Area Two), The Great Crater of Paldea","West Province (Area Two), The Great Crater of Paldea"
Pineco,Bug,None,,,,"Route 26, 27, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage","Route 26, 27, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage","Route 26, 27, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 43, Ilex Forest, Lake of Rage",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Altering Cave, Safari Zone","Route 203, 204, 210, 229, Eterna Forest","Route 203, 204, 210, 229, Eterna Forest","Route 203, 204, 210, 229, Eterna Forest","Route 1, 2, 3, 5, 6, 8, 22, 26, 27, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 43, 47, 48, Cerulean City, Cherrygrove City, Ecruteak City, Ilex Forest, Lake of Rage, National Park, New Bark Town, Pallet Town, Pewter City, Safari Zone Gate, Violet City, Viridian City","Route 1, 2, 3, 5, 6, 8, 22, 26, 27, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 43, 47, 48, Cerulean City, Cherrygrove City, Ecruteak City, Ilex Forest, Lake of Rage, National Park, New Bark Town, Pallet Town, Pewter City, Safari Zone Gate, Violet City, Viridian City",Route 16,Route 16,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Breed Forretress,Breed Forretress,Trade/migrate from another game,Trade/migrate from another game,Route 10,Route 10,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Grassland Cave, Swampy Cave, Sunlit Cavern, Bogsunk Cavern","Grassland Cave, Swampy Cave, Sunlit Cavern, Bogsunk Cavern",Not available in this game,"Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area One), East Province (Area Two), South Province (Area One), South Province (Area Two), South Province (Area Four), West Province (Area Three)","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area One), East Province (Area Two), South Province (Area One), South Province (Area Two), South Province (Area Four), West Province (Area Three)"
Forretress,Bug,Steel,,,,Evolve Pineco,Evolve Pineco,Evolve Pineco,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Pineco,Evolve Pineco,Evolve Pineco,Evolve Pineco,Evolve Pineco,Evolve Pineco,Evolve Pineco,Evolve Pineco,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Mirage Spots,Mirage Spots,Trade/migrate from another game,Trade/migrate from another game,Evolve Pineco,Evolve Pineco,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Evolve Pineco,Evolve Pineco,Not available in this game,Casseroya Lake,Casseroya Lake
Dunsparce,Normal,None,,,,Dark Cave,Dark Cave,Dark Cave,Trade/migrate from another game,Trade/migrate from another game,Three Isle Port,Three Isle Port,Trade/migrate from another game,Route 208,Route 208,Route 208,Dark Cave,Dark Cave,Route 12,Route 12,"Route 1, 2, 6, 12, 18, 20, Dreamyard, Victory Road, Village Bridge, Floccesy Ranch, Nature Sanctuary, Nature Preserve","Route 1, 2, 6, 12, 18, 20, Dreamyard, Victory Road, Village Bridge, Floccesy Ranch, Nature Sanctuary, Nature Preserve","Route 3, 22","Route 3, 22",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 2,Route 2,Not available in this game,Not available in this game,Soothing Wetlands,Soothing Wetlands,Route 208,Route 208,Not available in this game,"Tagtree Thicket, Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), The Great Crater of Paldea, Glaseado Mountain, The Pokémon League","Tagtree Thicket, Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), The Great Crater of Paldea, Glaseado Mountain, The Pokémon League"
Gligar,Ground,Flying,,,,Route 45,Trade/migrate from another game,Route 45,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Safari Zone,"Route 206, 207, 214, 215, 227, Stark Mountain","Route 206, 207, 214, 215, 227, Stark Mountain",Route 206,Route 45,Trade/migrate from another game,"Route 11, 15","Route 11, 15","Route 11, 15, 23","Route 11, 15, 23",Route 19,Route 19,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Rocky Cave, Swampy Cave, Sunlit Cavern, Big Bluff Cavern, Bogsunk Cavern",Trade/migrate from another game,Primeval Grotto,Not available in this game,Not available in this game
