"movie number""line number" "character" "dialogue"
"IV" "906" "MASSASSI INTERCOM VOICE" "Death Star will be in range in five minutes. "
"IV" "907" "GOLD LEADER" "Switch to targeting computer."
"IV" "908" "GOLD TWO" "Computer's locked.  Getting a signal."
"IV" "909" "GOLD TWO" "The guns... they've stopped!"
"IV" "910" "GOLD FIVE" "Stabilize your rear deflectors.  Watch for enemy fighters."
"IV" "911" "GOLD LEADER" "They've coming in!  Three marks at two ten."
"IV" "912" "VADER" "I'll take them myself!  Cover me!"
"IV" "913" "WINGMAN" "Yes, sir."
"IV" "914" "GOLD LEADER" "I can't maneuver!"
"IV" "915" "GOLD FIVE" "Stay on target."
"IV" "916" "GOLD LEADER" "We're too close."
"IV" "917" "GOLD FIVE" "Stay on target!"
"IV" "918" "GOLD LEADER" "Loosen up!"
"IV" "919" "GOLD FIVE" "Gold Five to Red Leader..."
"IV" "920" "GOLD FIVE" "Lost Tiree, lost Dutch."
"IV" "921" "RED LEADER" "I copy, Gold Five."
"IV" "922" "GOLD FIVE" "They came from behind...."
"IV" "923" "OFFICER" "We've analyzed their attack, sir, and there is a danger.  Should I have your ship standing by?"
"IV" "924" "TARKIN" "Evacuate?  In out moment of triumph?  I think you overestimate their chances!"
"IV" "925" "VOICE" "Rebel base, three minutes and closing."
"IV" "926" "RED LEADER" "Red Group, this is Red Leader."
"IV" "927" "RED LEADER" "Rendezvous at mark six point one."
"IV" "928" "WEDGE" "This is Red Two.  Flying towards you."
"IV" "929" "BIGGS" "Red Three, standing by."
"IV" "930" "DODONNA" "Red Leader, this is Base One.  Keep half your group out of range for the next run."
"IV" "931" "RED LEADER" "Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run."
"IV" "932" "RED LEADER" "This is it!"
"IV" "933" "RED TEN" "We should be able to see it by now."
"IV" "934" "RED LEADER" "Keep your eyes open for those fighters!"
"IV" "935" "RED TEN" "There's too much interference!"
"IV" "936" "RED TEN" "Red Five, can you see them from where you are?"
"IV" "937" "LUKE" "No sign of any... wait!"
"IV" "938" "LUKE" "Coming in point three five."
"IV" "939" "RED TEN" "I see them."
"IV" "940" "RED LEADER" "I'm in range."
"IV" "941" "RED LEADER" "Target's coming up!"
"IV" "942" "RED LEADER" "Just hold them off for a few seconds."
"IV" "943" "VADER" "Close up formation."
"IV" "944" "RED LEADER" "Almost there!"
"IV" "945" "RED TEN" "You'd better let her loose."
"IV" "946" "RED LEADER" "Almost there!"
"IV" "947" "RED TEN" "I can't hold them!"
"IV" "948" "RED LEADER" "It's away!"
"IV" "949" "RED NINE" "It's a hit!"
"IV" "950" "RED LEADER" "Negative."
"IV" "951" "RED LEADER" "Negative!  It didn't go in, it just impacted on the surface."
"IV" "952" "LUKE" "Red Leader, we're right above you.  Turn to point..."
"IV" "953" "LUKE" "... oh-five; we'll cover for you."
"IV" "954" "RED LEADER" "Stay there..."
"IV" "955" "RED LEADER" "... I just lost my starboard engine."
"IV" "956" "RED LEADER" "Get set up for your attack run."
"IV" "957" "DEATH STAR INTERCOM VOICE" "Rebel base, one minute and closing."
"IV" "958" "LUKE" "Biggs, Wedge, let's close it up.  We're going in.  We're going in full throttle."
"IV" "959" "WEDGE" "Right with you, boss."
"IV" "960" "BIGGS" "Luke, at that speed will you be able to pull out in time?"
"IV" "961" "LUKE" "It'll be just like Beggar's Canyon back home."
"IV" "962" "BIGGS" "We'll stay back far enough to cover you."
"IV" "963" "WEDGE" "My scope shows the tower, but I can't see the exhaust port!  Are you sure the computer can hit it?"
"IV" "964" "LUKE" "Watch yourself!  Increase speed full throttle!"
"IV" "965" "WEDGE" "What about that tower?"
"IV" "966" "LUKE" "You worry about those fighters!  I'll worry about the tower!"
"IV" "967" "LUKE" "Artoo... that, that stabilizer's broken loose again!  See if you can't lock it down!"
"IV" "968" "WEDGE" "I'm hit!  I can't stay with you."
"IV" "969" "LUKE" "Get clear, Wedge."
"IV" "970" "LUKE" "You can't do any more good back there!"
"IV" "971" "WEDGE" "Sorry!"
"IV" "972" "VADER" "Let him go!  Stay on the leader!"
"IV" "973" "BIGGS" "Hurry, Luke, they're coming in much faster this time. I can't hold them!"
"IV" "974" "LUKE" "Artoo, try and increase the power!"
"IV" "975" "BIGGS" "Hurry up, Luke!"
"IV" "976" "BIGGS" "Wait!"
"IV" "977" "DEATH STAR INTERCOM VOICE" "Rebel base, thirty seconds and closing."
"IV" "978" "VADER" "I'm on the leader."
"IV" "979" "THREEPIO" "Hang on, Artoo!"
"IV" "980" "BEN" "Use the Force, Luke."
"IV" "981" "BEN" "Let go, Luke."
"IV" "982" "VADER" "The Force is strong with this one!"
"IV" "983" "BEN" "Luke, trust me."
"IV" "984" "BASE VOICE" "His computer's off.  Luke, you switched off your targeting computer.  What's wrong?"
"IV" "985" "LUKE" "Nothing.  I'm all right."
"IV" "986" "LUKE" "I've lost Artoo!"
"IV" "987" "MASSASSI INTERCOM VOICE" "The Death Star has cleared the planet.  The Death Star has cleared the planet."
"IV" "988" "DEATH STAR INTERCOM VOICE" "Rebel base, in range."
"IV" "989" "TARKIN" "You may fire when ready."
"IV" "990" "DEATH STAR INTERCOM VOICE" "Commence primary ignition."
"IV" "991" "VADER" "I have you now."
"IV" "992" "VADER" "What?"
"IV" "993" "HAN" "Yahoo!"
"IV" "994" "WINGMAN" "Look out!"
"IV" "995" "HAN" "You're all clear, kid."
"IV" "996" "HAN" "Now let's blow this thing and go home!"
"IV" "997" "INTERCOM VOICE" "Stand by to fire at Rebel base."
"IV" "998" "INTERCOM VOICE" "Standing by."
"IV" "999" "HAN" "Great shot, kid.  That was one in a million."
"IV" "1000" "BEN" "Remember, the Force will be with you... always."
"IV" "1001" "LEIA" "Luke!  Luke!  Luke!"
"IV" "1002" "HAN" "Hey!  Hey!"
"IV" "1003" "LUKE" "I knew you'd come back!  I just knew it!"
"IV" "1004" "HAN" "Well, I wasn't gonna let you get all the credit and take all the reward."
"IV" "1005" "LEIA" "Hey, I knew there was more to you than money."
"IV" "1006" "LUKE" "Oh, no!"
"IV" "1007" "THREEPIO" "Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?"
"IV" "1008" "TECHNICIAN" "We'll get to work on him right away."
"IV" "1009" "THREEPIO" "You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them."
"IV" "1010" "LUKE" "He'll be all right."
"V" "1" "LUKE" "Echo Three to Echo Seven. Han, old buddy, do you  read me?"
"V" "2" "HAN" "Loud and clear, kid. What's up?"
"V" "3" "LUKE" "Well, I finished my circle. I don't pick up any  life readings."
"V" "4" "HAN" "There isn't enough life on this ice cube to fill a  space cruiser. The sensors are placed. I'm going back."
"V" "5" "LUKE" "Right. I'll see you shortly. There's a meteorite  that hit the ground near here. I want to check it out. It won't take long."
"V" "6" "LUKE" "Hey, steady girl. What's the matter? You smell something?"
"V" "7" "LUKE" "Aaargh!"
"V" "8" "HAN" "Chewie!"
"V" "9" "HAN" "All right, don't lose your temper. I'll come right back and give  you a hand."
"V" "10" "RIEEKAN" "Solo?"
"V" "11" "HAN" "No sign of life out there, General. The sensors are in place.  You'll know if anything comes around."
"V" "12" "RIEEKAN" "Commander Skywalker reported in yet?"
"V" "13" "HAN" "No. He's checking out a meteorite that hit near him."
"V" "14" "RIEEKAN" "With all the meteor activity in this  system, it's going to be difficult to spot approaching ships."
"V" "15" "HAN" "General, I've got to leave. I can't stay anymore."
"V" "16" "RIEEKAN" "I'm sorry to hear that."
"V" "17" "HAN" "Well, there's a price on my head. If I don't pay off Jabba the  Hut, I'm a dead man."
"V" "18" "RIEEKAN" "A death mark's not an easy thing to live with. You're a good  fighter, Solo. I hate to lose you."
"V" "19" "HAN" "Thank you, General."
"V" "20" "HAN" "Well, Your Highness, I guess this is it."
"V" "21" "LEIA" "That's right."
"V" "22" "HAN" "Well, don't get all mushy on me. So long, Princess."
"V" "23" "LEIA" "Han!"
"V" "24" "HAN" "Yes, Your Highnessness?"
"V" "25" "LEIA" "I thought you decided to stay."
"V" "26" "HAN" "Well, the bounty hunter we ran into on Ord Mantell changed my  mind."
"V" "27" "LEIA" "Han, we need you!"
"V" "28" "HAN" "We?"
"V" "29" "LEIA" "Yes."
"V" "30" "HAN" "Oh, what about you need?"
"V" "31" "LEIA" "I need? I don't know what you're talking about."
"V" "32" "HAN" "You probably don't."
"V" "33" "LEIA" "And what precisely am I supposed to know?"
"V" "34" "HAN" "Come on! You want me to stay because of the way you feel about  me."
"V" "35" "LEIA" "Yes. You're a great help to us. You're a natural leader..."
"V" "36" "HAN" "No! That's not it. Come on. Aahhh -- uh huh! Come on."
"V" "37" "LEIA" "You're imagining things."
"V" "38" "HAN" "Am I? Then why are you following me? Afraid I was going to leave  without giving you a goodbye kiss?"
"V" "39" "LEIA" "I'd just as soon kiss a Wookiee."
"V" "40" "HAN" "I can arrange that. You could use a good kiss!"
"V" "41" "THREEPIO" "Don't try to blame me. I didn't ask you to turn on the  thermal heater. I merely commented that it was freezing in the princess's chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know."
"V" "42" "THREEPIO" "Oh, switch off."
"V" "43" "HAN" "Why do you take this apart now? I'm trying to get us  out of here and you pull both of these."
"V" "44" "THREEPIO" "Excuse me, sir."
"V" "45" "HAN" "Put them back together right now."
"V" "46" "THREEPIO" "Might I have a word with you, please?"
"V" "47" "HAN" "What do you want?"
"V" "48" "THREEPIO" "Well, it's Princess Leia, sir. She's been trying to get you  on the communicator."
"V" "49" "HAN" "I turned it off. I don't want to talk to her."
"V" "50" "THREEPIO" "Oh. Well, Princess Leia is wondering about Master Luke. He  hasn't come back yet. She doesn't know where he is."
"V" "51" "HAN" "I don't know where he is."
"V" "52" "THREEPIO" "Nobody knows where he is."
"V" "53" "HAN" "What do you mean, \"nobody knows\"?"
"V" "54" "THREEPIO" "Well, uh, you see..."
"V" "55" "HAN" "Deck Officer. Deck Officer!"
"V" "56" "THREEPIO" "Excuse me, sir. Might I inqu-..."
"V" "57" "DECK OFFICER" "Yes, sir?"
"V" "58" "HAN" "Do you know where Commander Skywalker is?"
"V" "59" "DECK OFFICER" "I haven't seen him. It's possible he came in through the  south entrance."
"V" "60" "HAN" "It's possible? Why don't you go find out? It's getting dark out  there."
"V" "61" "DECK OFFICER" "Yes, sir."
"V" "62" "THREEPIO" "Excuse me, sir. Might I inquire what's going on?"
"V" "63" "HAN" "Why not?"
"V" "64" "THREEPIO" "Impossible man. Come along, Artoo, lets find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger."
"V" "65" "DECK OFFICER" "Sir, Commander Skywalker hasn't come in through the  south entrance. He might have forgotten to check in."
"V" "66" "HAN" "Not likely. Are the speeders ready?"
"V" "67" "DECK OFFICER" "Not yet. We're having some trouble adapting them to the  cold."
"V" "68" "HAN" "Then we'll have to go out on Tauntauns."
"V" "69" "DECK OFFICER" "Sir, the temperature's dropping too rapidly."
"V" "70" "HAN" "That's right. And my friends out in it."
"V" "71" "ASSISTANT OFFICER" "I'll cover sector twelve. Have com-control set  screen alpha."
"V" "72" "DECK OFFICER" "Your Tauntaun'll freeze before you reach the first  marker."
"V" "73" "HAN" "Then I'll see you in hell!"
"V" "74" "THREEPIO" "You must come along now, Artoo. There's really nothing more  we can do. And my joints are freezing up."
"V" "75" "THREEPIO" "Don't say thing like that! Of course we'll see Master Luke  again. He'll be quite all right, you'll see.  Stupid little short-circuit. He'll be quite all right."
"V" "76" "LIEUTENANT" "Sir, all the patrols are in. There's still no contact from  Skywalker or Solo."
"V" "77" "THREEPIO" "Mistress Leia, Artoo says he's been quite unable to pick up  any signals, although he does admit that his own range is far too weak to abandon all hope."
"V" "78" "DERLIN" "Your Highness, there's nothing more we can do tonight. The  shield doors must be closed."
"V" "79" "DERLIN" "Close the doors."
"V" "80" "LIEUTENANT" "Yes, sir."
"V" "81" "THREEPIO" "Artoo says the chances of survival are seven hundred  seventy-five...to one."
"V" "82" "THREEPIO" "Actually, Artoo has been known to make mistakes...from time  to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know...for a human being."
"V" "83" "BEN" "Luke...Luke."
"V" "84" "LUKE" "Ben?"
"V" "85" "BEN" "You will go to the Dagobah system."
"V" "86" "LUKE" "Dagobah system?"
"V" "87" "BEN" "There you will learn from Yoda, the Jedi Master who instructed  me."
"V" "88" "LUKE" "Ben...Ben."
"V" "89" "HAN" "Luke! Luke! Don't do this, Luke. Come on, give me a sign here."
"V" "90" "HAN" "Not much time."
"V" "91" "LUKE" "Ben...Ben..."
"V" "92" "HAN" "Hang on, kid."
"V" "93" "LUKE" "Dagobah system..."
"V" "94" "HAN" "Whew..."
"V" "95" "LUKE" "Dagobah..."
"V" "96" "HAN" "This may smell bad, kid..."
"V" "97" "LUKE" "Yoda..."
"V" "98" "HAN" "...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!"
"V" "99" "ZEV" "Echo Base...I've got something! Not much, but  it could be a life form."
"V" "100" "ZEV" "This is Rouge Two. this is Rouge Two. Captain  Solo, so you copy? Commander Skywalker, do you copy? This is Rouge Two."
"V" "101" "HAN" "Good morning. Nice of you guys to  drop by."
"V" "102" "ZEV" "Echo Base...this is Rouge Two. I found  them. Repeat, I found them."
"V" "103" "THREEPIO" "Master Luke, sir, it's good to see you fully functional  again."
"V" "104" "THREEPIO" "Artoo expresses his relief, also."
"V" "105" "HAN" "How are you feeling, kid? You don't look so bad to me. In fact,  you look strong enough to pull the ears off a Gundark."
"V" "106" "LUKE" "Thanks to you."
"V" "107" "HAN" "That's two you owe me, junior."
"V" "108" "HAN" "Well your Worship, looks like you managed to keep me around for a  little while longer."
"V" "109" "LEIA" "I had nothing to do with it. General Rieekan thinks  it's dangerous for any ships to leave the system until we've activated the energy shield."
"V" "110" "HAN" "That's a good story. I think you just can't bear to let a  gorgeous guy like me out of your sight."
"V" "111" "LEIA" "I don't know where you get you delusions, laser brain."
"V" "112" "HAN" "Laugh it up, fuzz ball. But you didn't see us alone in the south  passage."
"V" "113" "HAN" "She expressed her true feelings for me."
"V" "114" "LEIA" "My...! Why, you stuck up,...half-witted,...scruffy-looking...  nerf-herder!"
"V" "115" "HAN" "Who's scruffy-looking?  I must have hit her pretty close  to the mark to get her all riled up like that, huh, kid?"
"V" "116" "LEIA" "Why, I guess you don't know everything about women yet?"
"V" "117" "ANNOUNCER" "Headquarters personnel, report to command  center."
"V" "118" "HAN" "Take it easy."
"V" "119" "THREEPIO" "Excuse us, please."
"V" "120" "RIEEKAN" "Princess...we have a visitor."
"V" "121" "RIEEKAN" "We've picked up something outside the base in zone twelve,  moving east."
